,Date,Price,Open,High,Low,Vol.,Change %
788,2019-08-02,61.89,61.16,62.95,60.98,364.14K,2.30%
789,2019-08-01,60.5,64.09,64.54,60.02,433.72K,-7.17%
790,2019-07-31,65.17,64.95,65.42,64.95,18.76K,0.70%
791,2019-07-30,64.72,63.91,65.14,63.9,86.10K,1.59%
792,2019-07-29,63.71,63.32,63.9,62.92,101.70K,0.39%
793,2019-07-26,63.46,63.28,63.96,63.01,159.86K,0.11%
794,2019-07-25,63.39,63.21,64.23,63.01,169.84K,0.33%
795,2019-07-24,63.18,64.13,64.66,62.59,301.51K,-1.02%
796,2019-07-23,63.83,63.26,64.46,62.66,272.73K,0.90%
797,2019-07-22,63.26,63.05,64.03,62.77,267.78K,1.26%
798,2019-07-19,62.47,62.5,63.37,61.83,298.98K,0.87%
799,2019-07-18,61.93,63.52,64.46,61.29,374.89K,-2.72%
800,2019-07-17,63.66,64.44,65.28,63.22,274.93K,-1.07%
801,2019-07-16,64.35,66.31,67.09,63.82,356.74K,-3.20%
802,2019-07-15,66.48,66.87,67.47,66.11,283.09K,-0.36%
803,2019-07-12,66.72,66.83,67.29,66.51,244.70K,0.30%
804,2019-07-11,66.52,66.81,67.65,66.43,283.02K,-0.73%
805,2019-07-10,67.01,64.78,67.12,64.63,349.51K,4.44%
806,2019-07-09,64.16,63.81,64.75,63.76,263.89K,0.08%
807,2019-07-08,64.11,64.34,65.14,63.79,253.82K,-0.19%
808,2019-07-05,64.23,63.27,64.52,62.91,203.54K,1.47%
809,2019-07-04,63.3,63.88,64.07,62.95,114.98K,-0.81%
810,2019-07-03,63.82,62.9,64.01,62.09,281.75K,2.28%
811,2019-07-02,62.4,64.8,65.51,62.22,386.94K,-4.09%
812,2019-07-01,65.06,65.05,66.75,64.22,361.41K,-2.24%
813,2019-06-28,66.55,66.51,66.84,66.08,34.62K,0.00%
814,2019-06-27,66.55,66.05,66.82,65.63,103.16K,0.09%
815,2019-06-26,66.49,65.8,66.85,65.6,141.95K,2.21%
816,2019-06-25,65.05,64.89,65.98,64.17,205.80K,0.29%
817,2019-06-24,64.86,65.5,65.79,64.08,217.44K,-0.52%
818,2019-06-21,65.2,64.86,65.76,64.0,257.92K,1.16%
819,2019-06-20,64.45,62.45,64.82,62.4,394.17K,4.25%
820,2019-06-19,61.82,62.4,62.55,61.4,320.06K,-0.51%
821,2019-06-18,62.14,60.93,62.84,60.25,327.70K,1.97%
822,2019-06-17,60.94,62.07,62.37,60.74,236.16K,-1.73%
823,2019-06-14,62.01,61.25,62.57,60.74,262.31K,1.14%
824,2019-06-13,61.31,59.94,62.64,59.78,435.42K,2.23%
825,2019-06-12,59.97,61.79,61.85,59.57,343.21K,-3.72%
826,2019-06-11,62.29,62.3,62.87,62.01,302.74K,0.00%
827,2019-06-10,62.29,63.58,64.1,62.05,278.49K,-1.58%
828,2019-06-07,63.29,62.4,63.59,61.77,307.96K,2.63%
829,2019-06-06,61.67,60.4,62.43,60.22,343.64K,1.72%
830,2019-06-05,60.63,61.58,62.27,59.45,428.01K,-2.16%
831,2019-06-04,61.97,61.0,62.12,60.21,370.27K,1.13%
832,2019-06-03,61.28,61.64,62.84,60.55,386.56K,-4.98%
833,2019-05-31,64.49,66.24,66.28,64.37,21.75K,-3.56%
834,2019-05-30,66.87,69.68,69.96,66.31,105.27K,-3.71%
835,2019-05-29,69.45,70.1,70.1,68.08,148.48K,-0.94%
836,2019-05-28,70.11,69.99,70.59,69.58,238.88K,0.00%
837,2019-05-27,70.11,69.15,70.23,68.53,72.18K,2.07%
838,2019-05-24,68.69,67.99,69.3,67.33,292.09K,1.37%
839,2019-05-23,67.76,70.86,70.97,67.02,434.54K,-4.55%
840,2019-05-22,70.99,71.91,72.04,70.42,371.52K,-1.65%
841,2019-05-21,72.18,72.15,72.52,71.63,303.74K,0.29%
842,2019-05-20,71.97,72.5,73.4,71.6,301.98K,-0.33%
843,2019-05-17,72.21,72.82,73.23,71.79,255.53K,-0.56%
844,2019-05-16,72.62,72.05,73.36,71.82,326.44K,1.18%
845,2019-05-15,71.77,70.9,72.25,70.42,272.44K,0.74%
846,2019-05-14,71.24,70.02,71.65,69.93,299.77K,1.44%
847,2019-05-13,70.23,70.83,72.58,69.72,373.47K,-0.55%
848,2019-05-10,70.62,70.45,71.23,70.18,300.46K,0.33%
849,2019-05-09,70.39,70.23,70.65,69.4,328.74K,0.03%
850,2019-05-08,70.37,69.88,70.7,69.33,295.44K,0.70%
851,2019-05-07,69.88,71.15,71.33,69.38,332.07K,-1.91%
852,2019-05-06,71.24,70.59,71.79,68.79,227.02K,0.55%
853,2019-05-03,70.85,70.48,71.54,69.95,249.81K,0.14%
854,2019-05-02,70.75,72.0,72.22,69.68,346.63K,-1.98%
855,2019-05-01,72.18,71.73,72.36,71.3,230.80K,-0.85%
856,2019-04-30,72.8,71.94,73.27,71.73,25.34K,1.05%
857,2019-04-29,72.04,71.56,72.5,71.06,147.41K,-0.15%
858,2019-04-26,72.15,74.2,74.42,71.3,222.89K,-2.96%
859,2019-04-25,74.35,74.46,75.6,74.0,309.21K,-0.30%
860,2019-04-24,74.57,74.27,74.73,74.02,276.67K,0.08%
861,2019-04-23,74.51,74.38,74.73,73.99,308.99K,0.63%
862,2019-04-22,74.04,71.93,74.52,71.86,305.17K,2.88%
863,2019-04-18,71.97,71.63,72.04,71.2,259.04K,0.49%
864,2019-04-17,71.62,71.83,72.27,71.45,276.61K,-0.14%
865,2019-04-16,71.72,71.21,71.95,70.74,273.90K,0.76%
866,2019-04-15,71.18,71.55,71.6,70.78,219.15K,-0.52%
867,2019-04-12,71.55,70.95,71.87,70.9,237.22K,1.02%
868,2019-04-11,70.83,71.56,71.68,70.57,278.09K,-1.25%
869,2019-04-10,71.73,70.82,71.78,70.57,288.89K,1.59%
870,2019-04-09,70.61,71.19,71.34,70.3,267.49K,-0.69%
871,2019-04-08,71.1,70.56,71.19,70.43,288.13K,1.08%
872,2019-04-05,70.34,69.13,70.48,68.92,263.87K,1.35%
873,2019-04-04,69.4,69.44,70.03,68.87,281.88K,0.13%
874,2019-04-03,69.31,69.47,69.96,68.8,341.50K,-0.09%
875,2019-04-02,69.37,69.22,69.58,68.69,299.30K,0.52%
876,2019-04-01,69.01,67.58,69.22,67.58,320.77K,0.91%
877,2019-03-29,68.39,68.01,68.89,67.81,20.62K,0.84%
878,2019-03-28,67.82,67.75,68.0,66.54,131.64K,-0.01%
879,2019-03-27,67.83,67.9,68.35,67.19,148.15K,-0.21%
880,2019-03-26,67.97,67.36,68.23,67.24,197.54K,1.13%
881,2019-03-25,67.21,67.0,67.65,66.36,216.76K,0.27%
882,2019-03-22,67.03,67.76,67.98,66.2,284.52K,-1.22%
883,2019-03-21,67.86,68.38,68.69,67.59,303.23K,-0.93%
884,2019-03-20,68.5,67.66,68.57,67.19,235.49K,1.32%
885,2019-03-19,67.61,67.49,68.2,67.13,234.14K,0.10%
886,2019-03-18,67.54,67.14,67.69,66.69,208.53K,0.57%
887,2019-03-15,67.16,67.18,67.71,66.13,254.32K,-0.10%
888,2019-03-14,67.23,67.65,68.14,67.03,235.99K,-0.47%
889,2019-03-13,67.55,66.91,67.76,66.7,243.20K,1.32%
890,2019-03-12,66.67,66.7,67.39,66.34,252.13K,0.14%
891,2019-03-11,66.58,65.76,66.75,65.63,247.81K,1.28%
892,2019-03-08,65.74,66.08,66.09,64.02,316.39K,-0.84%
893,2019-03-07,66.3,65.88,67.0,65.75,276.24K,0.47%
894,2019-03-06,65.99,65.49,66.18,65.22,283.20K,0.20%
895,2019-03-05,65.86,65.46,66.23,65.04,216.39K,0.29%
896,2019-03-04,65.67,64.97,66.34,64.93,233.54K,0.92%
897,2019-03-01,65.07,66.48,67.14,64.59,297.19K,-1.45%
898,2019-02-28,66.03,66.38,66.38,65.67,19.67K,-0.54%
899,2019-02-27,66.39,65.64,66.7,65.27,102.14K,1.81%
900,2019-02-26,65.21,64.79,65.74,64.32,127.60K,0.69%
901,2019-02-25,64.76,66.97,67.47,64.54,220.94K,-3.52%
902,2019-02-22,67.12,66.96,67.73,66.87,177.62K,0.07%
903,2019-02-21,67.07,67.05,67.31,66.69,245.86K,-0.01%
904,2019-02-20,67.08,66.3,67.38,65.63,276.48K,0.95%
905,2019-02-19,66.45,66.44,66.65,65.58,246.65K,-0.08%
906,2019-02-18,66.5,66.39,66.83,65.9,175.24K,0.38%
907,2019-02-15,66.25,64.86,66.39,64.42,294.49K,2.60%
908,2019-02-14,64.57,63.69,64.81,63.25,287.45K,1.51%
909,2019-02-13,63.61,62.7,63.98,62.69,269.68K,1.91%
910,2019-02-12,62.42,61.59,63.34,61.59,278.80K,1.48%
911,2019-02-11,61.51,62.11,62.34,60.9,280.96K,-0.95%
912,2019-02-08,62.1,61.66,62.36,61.04,254.95K,0.76%
913,2019-02-07,61.63,62.5,62.91,60.6,286.17K,-1.69%
914,2019-02-06,62.69,62.06,62.8,61.05,225.57K,1.15%
915,2019-02-05,61.98,62.64,63.02,61.72,215.36K,-0.85%
916,2019-02-04,62.51,62.83,63.63,61.28,297.43K,-0.38%
917,2019-02-01,62.75,61.06,62.97,60.46,267.22K,1.39%
918,2019-01-31,61.89,61.97,62.32,61.57,20.63K,0.39%
919,2019-01-30,61.65,61.26,62.67,61.04,90.93K,0.54%
920,2019-01-29,61.32,59.87,61.79,59.75,142.13K,2.32%
921,2019-01-28,59.93,61.49,61.69,59.49,214.19K,-2.77%
922,2019-01-25,61.64,61.13,61.92,60.7,218.03K,0.90%
923,2019-01-24,61.09,61.02,61.51,60.41,274.48K,-0.08%
924,2019-01-23,61.14,61.37,62.33,60.21,308.46K,-0.59%
925,2019-01-22,61.5,62.59,62.71,60.57,283.22K,-1.98%
926,2019-01-21,62.74,62.74,63.15,62.25,138.08K,0.06%
927,2019-01-18,62.7,61.33,63.0,61.32,288.91K,2.48%
928,2019-01-17,61.18,61.05,61.54,60.04,278.42K,-0.23%
929,2019-01-16,61.32,60.42,61.45,60.03,315.59K,1.12%
930,2019-01-15,60.64,59.36,60.86,59.11,234.36K,2.80%
931,2019-01-14,58.99,60.62,61.04,58.9,263.28K,-2.46%
932,2019-01-11,60.48,61.19,62.49,60.08,292.79K,-1.95%
933,2019-01-10,61.68,61.15,61.91,60.44,300.92K,0.39%
934,2019-01-09,61.44,59.15,61.69,59.05,329.05K,4.63%
935,2019-01-08,58.72,57.64,58.87,57.13,288.25K,2.42%
936,2019-01-07,57.33,57.41,58.93,57.26,296.58K,0.47%
937,2019-01-04,57.06,55.67,58.31,55.34,321.11K,1.98%
938,2019-01-03,55.95,54.29,56.3,53.93,278.36K,1.89%
939,2019-01-02,54.91,54.12,56.56,52.51,300.95K,2.06%
